File,Hit,LeftContext,TargetWord,RightContext,DepVar,HelpClass,HelpInflection,VerbLemma,InterveningWords,ObjPresent,ObjPronoun,ObjLength,ObjHead,HelpPolarity,PrecedingTo,SubjType,SubjHead,SubjAnimacy,CompLemma,CompTag
137742_1885-07-17_Resolution.txt,176,"another clergyman. She threw herself, or endeavoured to throw herself, on her knees before them, and acknowledged that she knew her husband's evidence was concocted, and that she induced and",helped,"him to concoct it; and that, feeling miserable at the result in the sentence of penal servitude upon so many innocent persons, she could not rest till she told her guilt. She signed a written declaration to that effect, and subsequently Patrick Cole himself also signed a declaration to the effect that he had been induced to give his evidence",TO,VERB,VBD,concoct,1,Yes,PRO,1,him,POS,NOtoBefore,PRON,she,Animate,concoct,VB
137742_1885-07-17_Resolution.txt,177,It is well known that hon. Members opposite are very clever in matters connected with electioneering. I often wish we on this side were half as clever; but I cannot,help,"thinking that a great mercy has befallen the country in that Gentlemen opposite are now in their proper places, and that this electioneering process, in which they are so skilled, is confined to them in Opposition, and that they are not with divided Councils governing the country as responsible Ministers of the Crown. As I have said, the first grievance",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
136904_1885-05-19_Gambling Act—raid on a Betting Club.txt,178,"tried the door, and finding it locked burst it open and entered. The mob meanwhile smashed the windows, and, while the officers were pursuing their search in the uppermost rooms,",helped,"themselves to all the contents of the bar beneath. Cigars, liquor, coats, and other property were carried off in the confusion. The police found a crowd of men upstairs all highly indignant at their club being stormed in this fashion. It is needless to say their search was not facilitated. The Social Democrats protested and obstructed. The police, with their",NA,VERB,VBD,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,room,Inanimate,carry,VBN
138118_1885-07-27_Committee [Progress 14th July].txt,179,"hon. and learned Gentleman the Member for Taunton (Sir Henry James), had received communications from Returning Officers of nearly every county in England respecting this matter; and he could not",help,"thinking that there was a great deal in the case made by the hon. and learned Member (Mr. Warton). In the first place, the number of polling places would be largely increased in the counties; in the next place, the hours of polling were extended, the result being that it would be essential that, in many districts, the presiding officer",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",180,"you find that the yearly cost to the nation of the Queen's Colleges is nearly £38,000, or more than £12,500 each. University College, on the other hand, has no direct",help,"from the public funds in any form; but the Senate of the Royal University requires that 14 of its Fellows should, in addition to their primary duty of acting as University Examiners, give their services in teaching at University College. This may be looked upon as an indirect endowment, equivalent, at the utmost, to £3,000 a-year, but given in an",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",181,"lavish grants to the Queen's Colleges in Galway and Cork, while they denied to University College, Dublin, a chance of existence? They could not say that they were debarred from",helping,"it; because, while the State endowment to the Queen's Colleges amounted to £38,000, or more than £12,500 each, there was an indirect endowment of University College of about £3,000 a-year. Trinity College was, practically, a denominational College, and it received £110,000. In view of these facts, Irish Members considered their present demand an extremely moderate one. They asked no more",NA,VERB,VBG,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,PRON,they,Animate,amount,VBD
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",182,"University College, Dublin, if that College went down, they might, before long, have to regret the result which might be brought about by their refusal to extend to it a",helping,"hand. MR. SYNAN said, he should not again describe the various attempts which had been made by different Governments, Conservative as well as Liberal, to settle this question. The statement of the hon. Member for Longford (Mr. Justin M'Carthy) having been followed and amplified by the hon. Member for Sligo (Mr. Sexton), he should confine himself to the narrow issue",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,PRON,it,Inanimate,say,VBD
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",183,"could not be conceded that Trinity College was not worked, to some extent, on denominational lines. The College for which he and his hon. Friends now made a claim for",help,"was open, as far it could be, to people of all political and religious opinions. It was competent for anyone to avail themselves of its services, and still, at the same time, not be actual students of the University College. But Trinity College, which had an enormous grant of about £60,000 a-year, leaving out of the calculation the interest of",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",184,the wishes of the great majority of the people. He wished to put it to the Government that in the interests of education itself it was all-important that some additional,help,"ought to be given to an institution which it was admitted had, from the slenderest resources, conferred the greatest benefit on Ireland. He referred to the institution in Stephen's Green. It had been conferring the greatest benefits on the country for the last 30 years, and for the last few years it had been kept alive upon resources which he",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",185,"vote money under such an unsatisfactory state of affairs for further expenditure on the Queen's Colleges, the least they could expect from the Government was that it should extend a",helping,"hand to an institution which had done far better work, and which to his mind had produced the only good effect which the Royal University had as yet achieved, in having shown that, at all events, the ability lay on the Catholic side, while the endowments were, unfortunately, always on the other. It was utterly impossible to defend a state",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,PRON,it,Inanimate,do,VBN
"138168_1885-07-28_Class Iv—education, Science, and Art.txt",186,"came before the authorities of Mountjoy Prison, and he was removed to another place of detention, and seeing that doubts existed as to his insanity, he (Mr. Sexton) could not",help,"thinking that those who had released him had incurred great responsibility. The first thing the man's daughter said, when she heard of her mother's death, was—""Why did they let my father out of prison to come and murder my poor mother?"" It was perfectly apparent that the man ought to have been sent to a lunatic asylum. The demand he",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,NP,Sexton,Inanimate,think,VBG
137749_1885-07-17_Question Observations.txt,187,"the creation of Naval Volunteer Corps. Everyone must have seen with satisfaction the start made in this matter in London, Liverpool, and Bristol. Her Majesty's Government feel that the best",help,"they can give to this movement, independently of cooperation and assistance in smaller matters, will be to contribute in some way to the maintenance of the men of the Naval Volunteers. I am not authorized by the First Lord of the Admiralty to state the exact way in which he proposes to contribute to their maintenance; but he accepts the",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137749_1885-07-17_Question Observations.txt,188,"the great War from 1798 to 1810, the seafaring population contributed 12,000 men in England, headed by 92 captains, and 12,000 men in Ireland, who formed the Sea Fencibles, and",helped,"to make the country secure; and I am not without hope that the same spirit among the same population will render equal service in the future. But, after all, this is only part of a very great question—the naval position of this country. The nation is manifesting great anxiety as to its Fleet. It is asking whether the ships are",TO,VERB,VBD,make,0,No,NA,NA,NA,POS,NOtoBefore,NP,Fencibles,Inanimate,make,VB
137749_1885-07-17_Question Observations.txt,189,"the sea, that our commercial ports are safe from all fear of attack, that our seaside towns are safe, that our Colonial towns are safe, through local energy and Government",help,", and that our coaling stations are safe—if we can say all this, the effect upon the prosperity of the country will be no slight matter. We believe that instead of having a warlike effect upon the nations of the world the effect would be exactly the contrary. We believe that if we can give the answer which we may be",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137080_1885-06-04_Committee.txt,190,energetic on other occasions in connection with subjects in which he was interested. The hon. Member was exhibiting great zeal on the present occasion; and he (Dr. Cameron) could not,help,"thinking that if the House did not allow Mr. Speaker to leave the Chair now, in all probability the hon. Member would place himself in communication with the Clerks at the Table, and place a useful barrier in the way of proceeding with the Bill on future occasions. MR. PULESTON said, he thought the two speeches they had just heard",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,NP,Cameron,Inanimate,think,VBG
137546_1885-07-13_Supply [8th July] Report.txt,191,"done to ourselves, which was hardly to have been expected of a Government whose leading Members had spoken pretty freely about the Turks in 1876 and 1877. He could not",help,"hoping that the House would mark its sense of an act of this kind, which he did not think the reasons of so-called policy that had been alleged at all justified, by refusing the retired pay which it was proposed should be paid by the Admiralty to Hobart Pasha,. In that way, too, the House would express its respect for",ING,VERB,VB,hop,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,hop,VBG
138419_1885-08-04_Education Department—instruction of Deaf-Mute Children.txt,192,"one-half are under suitable instruction; that, while State aid is given towards the education of the children of the criminal classes as well as of the general population, no Government",help,"is afforded to the deaf and dumb; and, whether the Government will arrange for an inquiry into the subject by Royal Commission, as has been done in relation to the blind, and in accordance with what is understood to have been the intention of the late Government, as intimated in the reply of the late Vice President to the question",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138509_1885-08-06_Committee.txt,193,"He (Sir George Campbell) had heard a good deal about that before; but when he came to the figures that had been laid before them that day, he could not",help,"remarking that the whole increase of £2,000,000 found to have arisen in 10 years was due to the increase in Public Works alone. The net increase on those works was £2,000,000. THE SECRETARY OF STATE (Lord RANDOLPH CHURCHILL) The amount charged as increase of Revenue on Pub- lic Works is £566,000. The two must be taken together. SIR GEOEGE CAMPBELL",ING,VERB,VB,remark,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,remark,VBG
138440_1885-08-04_Second Reading.txt,194,"he wishes to do so. For the rest I will only say that, judging by public indications and appearances, the Irish landowners are looking, more than the Irish tenants, for",help,"from a measure of this kind; and I cannot help thinking that their attitude is a wise one, and that if they had adopted this attitude some years ago, however much worse it might have been for the tenants, it certainly would not have been any the worse for themselves. Taking the whole case as it stands, looking at the",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
138440_1885-08-04_Second Reading.txt,195,"only say that, judging by public indications and appearances, the Irish landowners are looking, more than the Irish tenants, for help from a measure of this kind; and I cannot",help,"thinking that their attitude is a wise one, and that if they had adopted this attitude some years ago, however much worse it might have been for the tenants, it certainly would not have been any the worse for themselves. Taking the whole case as it stands, looking at the Bill merely as experimental, involving only the expenditure of a",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,think,VBG
138440_1885-08-04_Second Reading.txt,196,"old Landed Estates Court. He admitted that it was a Court fully competent to deal with this question; but without, in any way, speaking to its disparagement, he could not",help,"feeling that the measure would not be carried out as well, if left to that Court, as if it were entrusted to the Special Commissioners who would be appointed under the Bill. The Judges and officers of the Landed Estates Court were in the habit of trying large cases; and it was not to be expected that they, who were",ING,VERB,VB,feel,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,feel,VBG
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",197,"example set by foreign nations and our own Colonies, it was well known that we continued to go on neglecting this most important work, and practically giving little or no",help,"to the education of these unfortunate children. It was true that in England Boards of Guardians might send a child afflicted with dumbness or blindness to school, and pay, with the sanction of the Local Government Board, £20 for his maintenance; but it was entirely a question for the discretion of the Guardians whether the child should be sent or",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",198,"that would free a great deal of the money now given in charity for a work hardly less important than that of the education of the children—namely, establishing institutions for",helping,"those who had the misfortune to lose their sight, and in a few cases their hearing and speech, after they had attained an age beyond that at which they could be educated. There was no doubt that a vast amount of terrible suffering existed among such persons who lost their sight after the age of education was passed. They were",NA,VERB,VBG,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,NP,institution,Inanimate,have,VBD
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",199,"two subjects, to a certain extent, simultaneously. The lessons in elementary science were so delightful to the children, did so much to quicken their intelligence, and in that way to",help,", rather than to hinder, the other subjects, that he had no doubt this subject would slowly force its way into the schools whatever the Department might do; but the action of the Department tended greatly to obstruct this desirable result; and although he did not ask Her Majesty's Government to force it on the managers of schools, he did ask",NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,YEStoBefore,NP,way,Inanimate,hinder,VB
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",200,"loss cost than could be done by the London board schools, He had hitherto carefully avoided saying anything about the cost of building or of sites; but he could not",help,"thinking that a certain amount of extravagance, or, he should say, undue expenditure, took place under those heads because of the undue competition which was created between board schools and voluntary schools. This competition took place in two ways. In the first place, by the board schools lowering the fees to such an extent that the voluntary schools suffered in",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",201,that the chief item of expense was that of salaries. It was there that heavy expenses were incurred. He did not wish to trouble the Committee more than he could,help,with regard to the London School Board; but he thought he had a right to ask the Committee whether they did not think that the salaries of teachers ought to be such as to attract the educated men and women in the profession of teachers? As they could get a jerry builder to run up a house at almost any,NA,VERB,VB,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,PRON,he,Animate,think,VBD
"137607_1885-07-14_Class Iv—education, Science, and Art.txt",202,"staff was for the School Boards to see that they had a sufficiently large staff, and that they had teachers who were thoroughly trained to their work. He could not",help,"alluding to one matter which had attracted and was attracting very growing attention in Scotland in connection with education. There was a feeling, and he thought there were good grounds for it, that it was absolutely necessary to separate the two Departments in London. He was sure it was not beyond the scope of the knowledge of the right hon.",ING,VERB,VB,allude,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,allude,VBG
137338_1885-07-07_Class Iii—law and Justice.txt,203,"in the charge, ho did not think that diminution was at all proportionate to the number of cases tried this year as compared with the year before. He could not",help,"thinking that the reason why the diminution was not very much greater arose from an evil which Her Majesty's Government might remedy—that was to say, the unfortunate practice which had lately sprung up of the Judges trying Sessional cases. The expense occasioned by that to the country was very great; and he would, with the permission of the Committee, give",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137338_1885-07-07_Class Iii—law and Justice.txt,204,"the other view and said—""Do not level down, but level up, and let the Common Law Judges have the expenses of all the Circuits paid for them."" He could not",help,"thinking that that ought to have been done openly and in an Act of Parliament, if done at all. He did not think it consistent with the character of the Judges to make a bargain with the Secretary to the Treasury for the time being by which they obtained an addition of £500 a-year to their salaries. That, however, was",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137338_1885-07-07_Class Iii—law and Justice.txt,205,"especially drew the attention of the Attorney General to the matter, because, though, he was not going to ask him to give an opinion against the Judges, he could not",help,"thinking that they had rendered themselves liable to an indictment for breach of the Order. No doubt his hon. and learned Friend, who would defend them, would find some words at the end of the Order which would defeat any indictment which might be brought against the Judges for having violated the Order. The Order said— The Assizes shall be",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137411_1885-07-09_Second Reading [Adjourned Debate].txt,206,"already spoken on the question. MR. SAMUEL SMITH said, he wished that it should be clearly understood that this was not a Bill for penal legislation directed against the poor",helpless,"girls in question, but for their protection. He thought, indeed, that the House was called upon to take even stronger measures, and would be justified in appointing a Judicial Commission to search this matter to the bottom. In his opinion, it was absolutely necessary that the age within which absolute protection was extended to young girls should be raised from",NA,ADJ,JJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138052_1885-07-26_Second Reading.txt,207,"the independence of the poor, was given up by the Leaders of the two Parties merely from political motives, and in the face of a General Election. He could not",help,thinking that both Parties were mistaken. He was not at all sure that this amendment of the law was as popular as it was supposed to be. The great majority in the constituencies were ratepayers; they had to look to their selfish interests; and it was at least possible that they might view with alarm what they might regard as,ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
138052_1885-07-26_Second Reading.txt,208,argument which applied to medicine applied equally to food. The decent working man who wanted medicine or who fell out of work would be trusted by the shopkeeper and receive,help,"in other ways. In this matter there was no real distinction between the rural and the urban labourer. He agreed that this was not strictly a matter of political economy, but that science had to deal with the question of the reasonableness of State relief to poverty and with the safeguards which ought to be provided against the abuse of",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138248_1885-07-30_Second Reading.txt,209,legislation of Lord Palmerston. It can only be brought about by the mechanism of local bodies. The householders will not submit to interference except from local bodies which they have,helped,"to form, which they know how to reach, which they are qualified to influence. The leading feature of the Bill is to enable Vestries, through their bye-laws under the direction of the Home Office, to make the evil which prevails illegal for the future. It may be said that, however just the power, it will not be exerted. Possibly it",TO,VERB,VBN,form,0,No,NA,NA,NA,POS,NOtoBefore,PRON,they,Animate,form,VB
137881_1885-07-21_Third Reading.txt,210,"Order of the Day for the Third Reading read. Moved, ""That the Bill be now read 3ª""—( The Earl of Beauchamp. ) THE EARL OF SELBORNE said, ho could not",help,"observing the frequency of the recurrence of these individual Bills. In his opinion, it would be much better to deal with the eases of marriages in unlicensed buildings, which this Bill, with respect to one such building, was intended to ratify, by a general law, than by such a Bill as this. THE LORD CHANCELLOR (Lord HALSRURY) said, he could",ING,VERB,VB,observe,0,No,NA,NA,NA,NEG,NOtoBefore,NP,ho,Inanimate,observe,VBG
137300_1885-07-06_Committee.txt,211,"the India Office he would see a great deal that it was desirable to reform in many ways. While desirous of saying nothing against the Indian Council, he could not",help,"thinking that in its case the proverb held good that ""too many cooks spoil the broth."" No doubt, the Indian Council was composed of men of high character and high standing in regard to commercial matters as well as personally. He thought, however, that the noble Lord would find in connection with these matters a great deal capable of improvement.",ING,VERB,VB,think,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,think,VBG
137856_1885-07-21_Ireland—failure of the Munster Bank.txt,212,"at times such as these special duties, and I have good reason to believe that this is recognized by the Directors of the Bank, and that they are ready to",help,"in promoting the very desirable object referred to by the hon. Member, so far as may be possible consistently with due regard to the safety of the Bank. MR. GRAY asked Mr. Chancellor of the Exchequer, Whether his attention has been called to the 1st Geo. 4, chap. 39, intituled— An Act for the assistance of Trade and Manufactures in",ING,VERB,VB,promote,0,No,NA,NA,NA,POS,YEStoBefore,PRON,they,Animate,promote,VBG
137309_1885-07-06_Parliament—adjournment-Statement of the Marquess of Salisbury—arrangement of Pub.txt,213,"Minister or the Lord Lieutenant. My noble Friend had a perfect right to speak, and he used that right in a spirit which no man can challenge. But I cannot",help,"observing upon the anomalous position of the Leader of the Liberal Party in this House, who expresses serious doubts as to the possibility of doing without exceptional legislation when we have on the Conservative side a declaration that they mean to try the experiment, and figures are quoted to prove that they are safe in doing so. This is a",ING,VERB,VB,observe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,observe,VBG
137309_1885-07-06_Parliament—adjournment-Statement of the Marquess of Salisbury—arrangement of Pub.txt,214,"mean to try the experiment, and figures are quoted to prove that they are safe in doing so. This is a transposition of parts which is very peculiar. I cannot",help,"observing that this is the result of our political situation. My feeling is, this being the last of Ministerial explanations, that we have not yet had a fitting opportunity of discussing the political situation. The two Front Benches have had their say. But the independent Members of the House have had no opportunity of expressing their opinions upon the peculiarities",ING,VERB,VB,observe,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,I,Animate,observe,VBG
137191_1885-06-15_Clause A—acceleration of Registration in 1885.txt,215,"any place a miscalculation had been made, and they had not given sufficient strength for the revision of the lists of voters, the Revising Barrister might say that he wanted",help,"; and the clause sent down from the House of Lords gave power to enable that help to be afforded. The clause provided that if in the present year it was made to appear to any Judge of the High Court of Justice, sitting in Chambers, at any time after the 5th of September, that the lists of voters for any",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137191_1885-06-15_Clause A—acceleration of Registration in 1885.txt,216,"revision of the lists of voters, the Revising Barrister might say that he wanted help; and the clause sent down from the House of Lords gave power to enable that",help,"to be afforded. The clause provided that if in the present year it was made to appear to any Judge of the High Court of Justice, sitting in Chambers, at any time after the 5th of September, that the lists of voters for any Parliamentary county or borough in England could not by reason of the insufficient number of Barristers",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137006_1885-05-21_[Bill 109] Second Reading.txt,217,"of Magdala, Sir Donald Stewart, Sir Frederick Roberts, Sir Edward Hamley, and Sir Frederick Haines. Political opinion was no less in favor of it. On that point, he could not",help,"reading to the House a snort passage from a Minute recorded in 1880 by Sir Henry Rawlinson. He said— Of all possible political shortcomings connected with Afghanistan, the most fatal, as it seems to me, would be the abandonment of this most promising undertaking. The railway was the most efficient arm of defence hitherto devised against Russian aggression, far more",ING,VERB,VB,read,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,read,VBG
137006_1885-05-21_[Bill 109] Second Reading.txt,218,"Friend had also stated that railways did not prevent famine. That was literally true. But they obviated the worst results of famine, and largely diminished the mortality. He could not",help,"noticing that the Bill had undergone several changes since it was introduced. In its original form, it was a Bill to supply means for carry out the recommendations of the Select Committee which sat last Session, and the funds were to be devoted principally to the construction of commercial railways, whether reproductive or not. But since the Bill was introduced,",ING,VERB,VB,notice,0,No,NA,NA,NA,NEG,NOtoBefore,PRON,he,Animate,notice,VBG
137695_1885-07-16_Second Reading.txt,219,"disputed that altogether. There were a large number of cases—one or two in every Union—in which medical relief was given, not for simple destitution, but because extra medical skill and",help,"were required beyond what it was in the power of the ordinary wage-earner to command. Might he give an instance or two? He was afraid to appeal to the hon. Member for Liskeard (Mr. Courtney) in regard to anything connected with the humanity of the situation. Let them take the case of confinements, for instance. Did the hon. Member opposite",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137695_1885-07-16_Second Reading.txt,220,for South Leicestershire to protect the Poor Law; but he had a mistaken notion of the object and intention of the Poor Law. It was intended to be a beneficent,helper,", giving national aid to the deserving poor; but, in its administration, it had been converted into a weapon of degradation. An old man, who had worked hard through life, who ought to be respected as an old soldier, was degraded by the Poor Law into the position of the lowest of mankind. There would soon be a Party in this",NA,NOUN,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137695_1885-07-16_Second Reading.txt,221,"natural feelings of mankind have drawn a distinction between the case of a man put out of work by some unfortunate accident, but prepared and able to support himself, if",helped,", and that of a man who gives up the battle of life and asks to be supported out of the rates. I do not say that the distinction is as profound as I should like; but, as I have said, it is a distinction which has not only been recognized by the House, and it is one which is justified",NA,VERB,VBN,NA,NA,NA,NA,NA,NA,POS,NOtoBefore,PRON,himself,Animate,give,VBZ
